"Year","LocationAbbr","LocationDesc","DataSource","TopicType","TopicDesc","MeasureDesc","Variable","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","GeoLocation","Topic Type ID","Topic ID","Measure ID","SubMeasureID","DisplayOrder"
"2005","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","411.7",,,"  MD  (39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE004","04"
"2008","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","124.5","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MD  (39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE006","06"
"2005","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","220.2",,,"  SC  (33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE002","02"
"2006","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","54.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  KS  (38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE006","06"
"2008","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","110.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE006","06"
"2005","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","358.0",,,"  WI  (44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE004","04"
"2007","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","129.6",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE004","04"
"2006","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2,001.3","†","Excludes dental expenditures","  AZ  (34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE001","01"
"2005","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","150.9","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MN  (46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE006","06"
"2005","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","81.0",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE005","05"
"2006","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","212.7","†","Excludes dental expenditures","  WY  (43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE001","01"
"2005","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","46.1",,,"  MT  (47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE002","02"
"2007","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","274.1",,,"  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE002","02"
"2005","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","844.3","†","Excludes dental expenditures","  NV  (39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE001","01"
"2006","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","78.1",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE004","04"
"2005","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","651.8",,,"  NC  (35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE004","04"
"2008","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1,300.2",,,"  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE002","02"
"2009","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","223.9",,,"  MN  (46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE005","05"
"2008","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,219.5","†","Excludes dental expenditures","  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE001","01"
"2005","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","318.0",,,"  SC  (33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE004","04"
"2008","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","14.7",,,"  WY  (43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE005","05"
"2007","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","558.3",,,"  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE004","04"
"2008","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","293.7",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE004","04"
"2007","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","232.6",,,"  MT  (47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE003","03"
"2005","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","204.9",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE004","04"
"2009","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","397.5",,,"  AZ  (34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE002","02"
"2009","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","306.0",,,"  CO  (38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE004","04"
"2005","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","327.0","†","Excludes dental expenditures","  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE001","01"
"2006","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3,649.7","†","Excludes dental expenditures","  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE001","01"
"2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3,113.0","†","Excludes dental expenditures","  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE001","01"
"2007","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1,267.6",,,"  TX  (31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE002","02"
"2007","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","143.2",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE002","02"
"2005","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","75.5",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE004","04"
"2006","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1,087.8",,,"  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE004","04"
"2009","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","88.5",,,"  HI  (21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE002","02"
"2007","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","40.7",,,"  DC  (38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE004","04"
"2008","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","90.9",,,"  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE002","02"
"2007","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","91.0",,,"  KS  (38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE005","05"
"2009","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","813.4",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE005","05"
"2008","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","36.0",,,"  NM  (34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE005","05"
"2006","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","842.0",,,"  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE005","05"
"2007","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","390.6",,,"  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE003","03"
"2007","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","694.3",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE005","05"
"2007","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,460.9","†","Excludes dental expenditures","  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE001","01"
"2006","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","86.1",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE004","04"
"2005","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","79.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE006","06"
"2005","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","5,333.6","†","Excludes dental expenditures","  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE001","01"
"2008","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","24.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE006","06"
"2007","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","5,206.1","†","Excludes dental expenditures","  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE001","01"
"2009","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","556.0",,,"  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE005","05"
"2009","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1,431.6",,,"  TX  (31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE002","02"
"2005","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","4,437.8",,,"  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE003","03"
"2007","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","71.5",,,"  RI  (41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE002","02"
"2006","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","199.1",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE002","02"
"2006","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","407.4",,,"  WA  (47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE004","04"
"2006","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","111.0",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE005","05"
"2008","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","246.5",,,"  AR  (34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE004","04"
"2009","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","217.7",,,"  TN  (35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE005","05"
"2008","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","98.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE006","06"
